CaseId,WEIGHT,RND_01,PID1,PIDA,PIDB,PIDI,PartyID5,PartyID7,RANDOMO,DATE_Q2BEG,TIME_Q2BEG,Q2_INSERT,Q2,DATE_Q2END,TIME_Q2END,DATE_Q3BEG,TIME_Q3BEG,Q3_INSERT,Q3,DATE_Q3END,TIME_Q3END,TIME_Q4BEG,DATE_Q4BEG,Q4,DATE_Q4END,TIME_Q4END,Q5,Q6,Q7,RELIG,RELIG_OE,ATTEND,D3,D4,D5,IDEO,STARTDT,ENDDT,duration,SURV_MODE,Device,GENDER,AGE,AGE4,AGE7,RACETHNICITY,EDUC,EDUC4,MARITAL,EMPLOY,INCOME,STATE,REGION4,REGION9,METRO,INTERNET,HOUSING,HOME_TYPE,PHONESERVICE,HHSIZE,HH01,HH25,HH612,HH1317,HH18OV
4353,2.073919684,1,3,,,1,2,3,5,20180331,38440,1,1,20180331,38452,20180331,38452,1,1,20180331,38477,38380,20180331,1,20180331,38440,3,3,4,3,,1,2,,,4,3/31/18 10:39,3/31/18 10:42,3,2,Tablet,1,68,4,6,1,9,2,4,5,9,UT,4,8,1,1,1,4,4,1,0,0,0,0,1
4354,3.141215309,1,1,2,,,1,2,1,20180402,34730,1,2,20180402,34834,20180402,34834,1,3,20180402,34840,34840,20180402,5,20180402,34857,2,4,2,2,,7,2,,,4,4/2/18 9:38,4/2/18 9:42,4,2,Desktop,1,29,1,2,4,8,1,5,4,2,NY,1,2,1,0,2,3,1,4,0,0,0,0,4
4357,0.296618142,1,3,,,3,3,4,4,20180406,70903,1,3,20180406,70919,20180406,70885,1,3,20180406,70903,70919,20180406,4,20180406,70934,3,3,3,11,,1,2,,,4,4/6/18 19:41,4/6/18 19:42,1,2,Desktop,1,55,3,5,1,10,3,1,1,15,CA,4,9,1,1,1,1,2,2,0,0,0,0,2
4359,0.509888993,1,4,,,3,3,4,5,20180329,55004,1,4,20180329,55020,20180329,55020,1,3,20180329,55038,54989,20180329,3,20180329,55004,3,4,2,12,,4,2,,,4,3/29/18 15:16,3/29/18 15:18,2,2,Smartphone,2,39,2,3,6,9,2,5,3,2,CA,4,9,1,0,2,3,4,3,0,1,1,0,1
4360,0.343845013,1,3,,,1,2,3,5,20180329,70184,1,2,20180329,70397,20180329,70397,1,3,20180329,70537,70184,20180329,3,20180329,70184,3,3,3,2,,4,1,3,,3,3/29/18 19:27,3/29/18 19:36,9,2,Tablet,2,54,3,4,1,10,3,1,5,18,NJ,1,2,1,1,1,1,2,3,0,0,0,0,3
4361,0.682357165,1,1,2,,,1,2,4,20180329,59001,1,2,20180329,59032,20180329,58980,1,4,20180329,59001,59032,20180329,1,20180329,59044,4,1,4,12,,8,2,,,4,3/29/18 16:20,3/29/18 16:26,6,2,Smartphone,1,30,2,2,3,10,3,6,1,5,NM,4,8,1,0,2,3,4,3,0,1,0,0,2
4370,2.407706038,0,4,,,3,3,4,5,20180329,70054,0,3,20180329,70063,20180329,70063,0,3,20180329,70070,70043,20180329,3,20180329,70054,2,3,4,11,,1,2,,,4,3/29/18 19:24,3/29/18 19:28,3,2,Smartphone,2,21,1,1,1,9,2,6,7,2,IL,2,3,1,0,2,3,4,3,1,0,0,0,2
4373,1.177222354,0,2,,2,,5,6,6,20180330,74984,0,3,20180330,74994,20180330,74946,0,4,20180330,74984,74922,20180330,2,20180330,74946,2,2,3,1,,9,2,,,4,3/30/18 20:48,3/30/18 20:50,2,2,Smartphone,1,61,4,5,1,10,3,2,1,13,TX,3,7,1,1,2,3,4,1,0,0,0,0,1
4374,1.62517681,1,2,,2,,5,6,4,20180402,36116,1,3,20180402,36124,20180402,36096,1,3,20180402,36116,36124,20180402,2,20180402,36137,3,4,4,12,,9,3,,2,6,4/2/18 10:01,4/2/18 10:02,1,2,Smartphone,2,33,2,2,1,11,3,1,7,7,AL,3,6,1,1,1,2,4,5,0,2,1,0,2
4376,0.815159692,1,2,,2,,5,6,5,20180402,30176,1,4,20180402,30197,20180402,30197,1,3,20180402,30227,30144,20180402,2,20180402,30175,2,3,2,2,,7,3,,2,6,4/2/18 8:21,4/2/18 8:25,3,2,Desktop,1,69,4,6,1,9,2,1,5,9,WI,2,3,0,1,1,1,2,2,0,0,0,0,2
4377,2.309591121,0,4,,,3,3,4,2,20180330,4577,0,3,20180330,4601,20180330,4567,0,3,20180330,4570,4601,20180330,3,20180330,4567,4,4,4,11,,1,2,,,4,3/30/18 1:14,3/30/18 1:17,3,2,Desktop,1,41,2,3,1,9,2,1,1,11,WI,2,3,1,1,1,1,4,3,0,0,0,1,2
4381,0.033737316,1,1,2,,,1,2,4,20180329,65609,1,3,20180329,65620,20180329,65590,1,3,20180329,65609,65620,20180329,3,20180329,65635,4,4,5,12,,4,3,,3,5,3/29/18 18:12,3/29/18 18:14,2,2,Smartphone,2,46,3,4,4,11,3,3,7,5,NY,1,2,1,1,2,3,4,6,0,0,3,0,3
4403,1.255290925,0,3,,,2,4,5,6,20180330,49579,0,3,20180330,49598,20180330,49550,0,3,20180330,49579,49518,20180330,2,20180330,49550,3,3,3,2,,9,2,,,4,3/30/18 13:44,3/30/18 13:47,3,2,Desktop,2,67,4,6,1,10,3,3,5,10,CA,4,9,1,1,1,1,3,6,0,0,1,1,5
4404,0.778523966,1,1,2,,,1,2,2,20180329,52389,1,2,20180329,52398,20180329,52404,1,4,20180329,52408,52398,20180329,1,20180329,52404,2,4,2,2,,5,2,,,4,3/29/18 14:32,3/29/18 14:33,1,2,Smartphone,1,24,1,1,1,10,3,5,1,2,OK,3,7,1,1,2,3,4,4,0,0,0,0,4
4405,0.234749975,1,1,1,,,1,1,3,20180406,44620,1,3,20180406,44629,20180406,44601,1,5,20180406,44613,44613,20180406,3,20180406,44620,4,2,5,2,,6,1,2,,2,4/6/18 12:23,4/6/18 12:24,1,2,Desktop,2,53,3,4,1,13,4,3,2,13,FL,3,5,1,1,2,1,4,2,0,0,0,0,2
4407,0.162630044,0,1,2,,,1,2,1,20180330,83991,0,4,20180330,84016,20180330,84016,0,3,20180330,84261,84261,20180330,2,20180330,84291,2,2,2,12,,7,2,,,4,3/30/18 23:19,3/30/18 23:31,12,2,Smartphone,2,31,2,2,4,11,3,6,1,15,CA,4,9,1,1,2,1,4,3,0,0,0,0,3
4409,2.750245366,1,2,,2,,5,6,6,20180329,76124,1,4,20180329,76131,20180329,76107,1,5,20180329,76124,76091,20180329,3,20180329,76107,2,3,3,2,,5,2,,,4,3/29/18 21:04,3/29/18 21:10,6,2,Smartphone,1,35,2,3,4,12,4,1,1,11,OK,3,7,1,1,1,1,4,4,0,1,1,0,2
4412,0.447551851,0,3,,,3,3,4,4,20180331,56053,0,4,20180331,56063,20180331,56030,0,4,20180331,56053,56063,20180331,2,20180331,56082,4,4,4,2,,6,2,,,4,3/31/18 15:33,3/31/18 15:35,1,2,Smartphone,1,29,1,2,1,11,3,1,1,8,OH,2,3,1,1,1,1,4,4,0,2,0,0,2
4423,0.224105962,0,1,2,,,1,2,5,20180330,76294,0,3,20180330,76306,20180330,76306,0,2,20180330,76321,76280,20180330,4,20180330,76294,3,3,4,12,,3,2,,,4,3/30/18 21:10,3/30/18 21:12,2,2,Smartphone,2,72,4,6,1,11,3,1,5,12,CA,4,9,1,1,1,1,1,3,0,0,0,0,3
4432,0.61919758,1,2,,1,,5,7,3,20180408,57764,1,4,20180408,57774,20180408,57728,1,4,20180408,57758,57758,20180408,2,20180408,57764,3,2,3,1,,4,3,,2,6,4/8/18 16:01,4/8/18 16:03,1,2,Desktop,2,54,3,4,1,10,3,3,1,11,MN,2,4,1,1,1,1,4,1,0,0,0,0,1
4434,0.862172275,1,2,,2,,5,6,3,20180330,18144,1,3,20180330,18155,20180330,18109,1,3,20180330,18120,18120,20180330,2,20180330,18144,3,3,3,12,,3,2,,,4,3/30/18 5:01,3/30/18 5:03,1,2,Desktop,2,52,3,4,1,12,4,1,1,16,PA,1,2,1,1,1,1,3,3,0,0,0,0,3
4439,0.484152279,0,2,,2,,5,6,3,20180403,43726,0,2,20180403,43732,20180403,43696,0,3,20180403,43710,43710,20180403,3,20180403,43726,3,4,3,1,,3,3,,2,6,4/3/18 12:08,4/3/18 12:09,1,2,Desktop,1,21,1,1,1,10,3,5,1,9,MI,2,3,1,1,2,3,4,2,0,0,0,0,2
4452,0.717999502,0,2,,2,,5,6,2,20180330,53409,0,3,20180330,53431,20180330,53450,0,4,20180330,53472,53431,20180330,2,20180330,53450,3,4,4,1,,6,3,,3,5,3/30/18 14:49,3/30/18 14:52,2,2,Desktop,1,78,4,7,1,12,4,3,5,4,AZ,4,8,1,1,1,1,3,1,0,0,0,0,1
4455,1.423055847,1,1,1,,,1,1,5,20180329,69652,1,4,20180329,69675,20180329,69675,1,4,20180329,69688,69618,20180329,3,20180329,69652,4,3,4,1,,4,1,2,,2,3/29/18 19:19,3/29/18 19:22,2,2,Smartphone,2,57,3,5,1,14,4,3,1,14,IN,2,3,1,1,1,1,4,2,0,0,0,0,2
4456,0.879920536,0,4,,,3,3,4,3,20180331,76959,0,3,20180331,76964,20180331,76937,0,3,20180331,76950,76950,20180331,3,20180331,76958,3,2,3,12,,4,2,,,4,3/30/18 7:43,3/31/18 21:23,2259,2,Smartphone,2,33,2,2,1,4,1,1,7,12,FL,3,5,1,0,2,4,4,6,0,0,4,0,2
4457,0.212359444,1,3,,,3,3,4,3,20180330,65354,1,3,20180330,65363,20180330,65313,1,3,20180330,65338,65338,20180330,3,20180330,65354,4,4,3,11,,3,3,,2,6,3/30/18 18:07,3/30/18 18:10,2,2,Smartphone,1,54,3,4,3,11,3,3,1,9,IL,2,3,1,1,1,4,4,1,0,0,0,0,1
4461,0.743250256,0,4,,,1,2,3,3,20180402,46875,0,3,20180402,46879,20180402,46862,0,3,20180402,46868,46868,20180402,4,20180402,46875,3,3,5,14,catholic,4,2,,,4,4/2/18 13:00,4/2/18 13:02,2,2,Desktop,2,19,1,1,4,9,2,5,1,3,NE,2,4,1,1,2,3,4,3,0,0,0,1,2
4463,0.709302229,1,1,1,,,1,1,2,20180330,25704,1,4,20180330,25732,20180330,25745,1,4,20180330,25753,25732,20180330,3,20180330,25745,3,3,3,10,,1,1,2,,2,3/30/18 7:07,3/30/18 7:09,1,2,Desktop,1,42,2,3,1,10,3,1,1,13,WI,2,3,1,1,1,1,4,2,0,0,0,0,2
4466,1.208773109,0,3,,,2,4,5,3,20180330,55128,0,3,20180330,55136,20180330,55101,0,3,20180330,55115,55115,20180330,3,20180330,55128,3,3,4,2,,3,2,,,4,3/30/18 15:17,3/30/18 15:19,1,2,Smartphone,1,45,3,4,5,14,4,1,1,18,CO,4,8,1,1,2,1,2,4,0,0,1,1,2
4471,0.28521112,1,3,,,3,3,4,1,20180330,36114,1,4,20180330,36126,20180330,36126,1,4,20180330,36145,36145,20180330,5,20180330,36207,2,2,4,10,,2,2,,,4,3/30/18 10:01,3/30/18 10:04,2,2,Desktop,1,28,1,2,1,10,3,1,1,11,CO,4,8,1,1,2,2,4,3,1,0,0,0,2
4475,1.999808708,1,2,,2,,5,6,2,20180330,65970,1,4,20180330,65979,20180330,65992,1,2,20180330,65999,65979,20180330,3,20180330,65992,3,3,2,11,,1,1,3,,3,3/30/18 18:19,3/30/18 18:20,1,2,Desktop,2,64,4,5,1,10,3,2,5,12,VA,3,5,1,1,1,1,3,1,0,0,0,0,1
4477,0.402405479,0,1,1,,,1,1,1,20180329,64698,0,3,20180329,64731,20180329,64731,0,3,20180329,64743,64743,20180329,3,20180329,64764,3,3,4,1,,2,1,2,,2,3/29/18 17:58,3/29/18 18:00,2,2,Smartphone,2,43,2,3,2,10,3,1,6,9,WI,2,3,1,1,2,2,2,4,0,0,0,2,2
4478,1.378821341,1,2,,2,,5,6,6,20180329,61326,1,3,20180329,61601,20180329,61307,1,3,20180329,61326,61140,20180329,5,20180329,61307,3,2,2,11,,2,2,,,4,3/29/18 16:58,3/29/18 17:08,9,2,Desktop,1,60,4,5,6,10,3,3,2,13,UT,4,8,1,0,1,1,1,1,0,0,0,0,1
4481,0.827082534,0,2,,2,,5,6,1,20180401,27844,0,4,20180401,27854,20180401,27854,0,3,20180401,27866,27866,20180401,4,20180401,27885,2,4,2,2,,8,3,,3,5,4/1/18 7:43,4/1/18 7:45,1,2,Desktop,1,41,2,3,1,13,4,1,1,12,PA,1,2,1,1,1,1,2,5,1,0,2,0,2
4486,1.759080943,1,3,,,2,4,5,2,20180330,26938,1,2,20180330,26940,20180330,26941,1,2,20180330,26943,26940,20180330,3,20180330,26941,3,3,3,3,,5,2,,,4,3/30/18 7:28,3/30/18 7:40,11,2,Smartphone,2,20,1,1,1,9,2,5,1,7,WA,4,9,1,1,3,1,2,3,0,0,0,0,1
4488,2.000939505,1,2,,2,,5,6,2,20180329,70320,1,3,20180329,70354,20180329,70383,1,3,20180329,70401,70354,20180329,3,20180329,70383,3,3,4,9,,1,2,,,4,3/29/18 19:31,3/29/18 19:34,3,2,Smartphone,2,70,4,6,1,12,4,1,5,11,VA,3,5,1,1,1,1,3,2,0,0,0,0,2
4489,1.32911392,1,1,2,,,1,2,5,20180401,48671,1,4,20180401,48706,20180401,48706,1,3,20180401,48723,48647,20180401,3,20180401,48671,3,2,3,1,,6,2,,,4,4/1/18 13:30,4/1/18 13:35,5,2,Desktop,2,50,3,4,2,9,2,1,1,6,NC,3,5,1,1,2,1,1,2,0,0,0,0,2
4493,4.748184093,1,3,,,2,4,5,3,20180329,73376,1,3,20180329,73434,20180329,73236,1,3,20180329,73259,73259,20180329,1,20180329,73376,4,3,4,2,,2,3,,2,6,3/29/18 20:20,3/29/18 20:24,3,2,Desktop,1,56,3,5,4,8,1,1,2,11,NJ,1,2,1,1,1,1,4,3,0,0,1,0,2
4495,1.547054942,1,1,2,,,1,2,6,20180406,30162,1,3,20180406,30173,20180406,30109,1,2,20180406,30162,30080,20180406,2,20180406,30109,2,3,3,12,,3,2,,,4,4/6/18 8:20,4/6/18 8:24,4,2,Smartphone,1,34,2,2,2,12,4,1,1,12,FL,3,5,1,1,1,1,4,3,1,0,0,0,2
4498,0.746494529,0,3,,,3,3,4,1,20180331,21725,0,3,20180331,21725,20180331,21725,0,3,20180331,21772,21772,20180331,3,20180331,21790,2,1,4,2,,4,3,,2,6,3/29/18 19:45,3/31/18 6:04,2058,2,Tablet,2,78,4,7,2,10,3,3,6,3,FL,3,5,1,1,3,3,4,1,0,0,0,0,1
4502,0.381292586,1,2,,2,,5,6,5,20180406,29739,1,3,20180406,29750,20180406,29751,1,3,20180406,29761,29723,20180406,3,20180406,29739,4,3,1,2,,2,2,,,4,4/6/18 8:15,4/6/18 8:16,1,2,Desktop,2,46,3,4,6,10,3,3,1,10,MN,2,4,1,1,2,3,4,1,0,0,0,0,1
4505,0.367286699,0,4,,,1,2,3,6,20180330,50075,0,2,20180330,50084,20180330,50050,0,3,20180330,50075,50036,20180330,2,20180330,50050,3,3,4,1,,1,2,,,4,3/30/18 13:51,3/30/18 13:55,3,2,Smartphone,2,38,2,3,2,10,3,5,1,9,FL,3,5,1,1,2,1,2,3,0,0,1,1,1
4508,0.398181077,1,1,1,,,1,1,4,20180329,78614,1,3,20180329,78620,20180329,78597,1,3,20180329,78614,78620,20180329,4,20180329,78633,2,1,4,12,,2,1,2,,2,3/29/18 21:49,3/29/18 21:51,1,2,Smartphone,1,24,1,1,4,11,3,5,4,13,MO,2,4,1,1,1,1,4,6,0,0,0,1,5
4515,0.184376794,1,1,2,,,1,2,2,20180330,1717,1,5,20180330,1740,20180330,1759,1,2,20180330,1831,1740,20180330,4,20180330,1759,3,1,5,2,,4,2,,,4,3/30/18 0:28,3/30/18 0:31,3,2,Smartphone,2,48,3,4,4,1,1,5,7,3,NY,1,2,1,1,2,3,1,3,0,0,0,0,3
4521,0.332932535,1,3,,,2,4,5,4,20180401,43956,1,3,20180401,43962,20180401,43933,1,4,20180401,43956,43962,20180401,5,20180401,44016,3,3,4,1,,2,3,,3,5,4/1/18 12:12,4/1/18 12:14,2,2,Desktop,1,23,1,1,1,10,3,5,1,9,TN,3,6,1,1,2,3,4,2,0,0,0,0,2
4523,0.527229176,0,3,,,1,2,3,5,20180329,69600,0,3,20180329,69602,20180329,69602,0,3,20180329,69604,69591,20180329,2,20180329,69600,4,3,1,4,,98,2,,,4,3/29/18 19:19,3/29/18 19:20,1,2,Smartphone,2,32,2,2,1,14,4,6,1,11,FL,3,5,1,1,1,1,4,3,0,1,0,0,2
4524,0.837461414,1,4,,,3,3,4,3,20180329,71246,1,3,20180329,71257,20180329,71221,1,3,20180329,71236,71236,20180329,3,20180329,71246,3,3,3,1,,3,2,,,4,3/29/18 19:46,3/29/18 19:48,1,2,Smartphone,1,49,3,4,1,11,3,1,1,13,IL,2,3,0,1,1,1,4,3,0,0,0,0,3
4525,0.57612117,1,1,2,,,1,2,2,20180330,43236,1,2,20180330,43251,20180330,43266,1,4,20180330,43279,43251,20180330,3,20180330,43266,3,3,3,12,,2,1,2,,2,3/30/18 10:11,3/30/18 12:02,110,2,Smartphone,2,31,2,2,4,10,3,1,1,9,CA,4,9,1,1,1,1,4,3,0,0,1,0,2
4528,0.682891121,0,3,,,3,3,4,3,20180407,33975,0,2,20180407,33987,20180407,33931,0,3,20180407,33951,33951,20180407,2,20180407,33975,3,3,3,2,,6,2,,,4,4/7/18 9:25,4/7/18 9:27,2,2,Desktop,1,58,3,5,1,12,4,1,1,15,MA,1,1,1,1,1,1,2,6,0,0,0,0,6
4534,0.760396471,1,1,2,,,1,2,4,20180406,42241,1,3,20180406,42241,20180406,42241,1,3,20180406,42241,42241,20180406,3,20180406,42241,3,3,3,10,,1,1,2,,2,3/29/18 23:35,4/6/18 11:44,10809,2,Smartphone,2,35,2,3,1,12,4,3,1,14,NY,1,2,1,1,1,1,2,1,0,0,0,0,1
4536,0.449207855,1,1,2,,,1,2,5,20180329,75281,1,3,20180329,75289,20180329,75289,1,3,20180329,75297,75262,20180329,3,20180329,75281,2,2,3,11,,2,3,,3,5,3/29/18 20:54,3/29/18 20:56,2,2,Smartphone,2,55,3,5,1,11,3,1,1,12,CA,4,9,1,1,1,1,2,6,0,0,0,0,1
4539,0.628169091,0,1,1,,,1,1,6,20180330,55510,0,3,20180330,55525,20180330,55497,0,2,20180330,55510,55477,20180330,2,20180330,55497,4,2,4,11,,1,1,3,,3,3/30/18 15:24,3/30/18 15:26,2,2,Desktop,1,33,2,2,1,9,2,5,6,2,IA,2,4,0,1,2,1,1,2,0,0,0,0,2
4541,1.04939641,1,2,,1,,5,7,3,20180329,64987,1,4,20180329,65011,20180329,64923,1,3,20180329,64966,64966,20180329,3,20180329,64987,4,4,4,11,,1,3,,1,7,3/29/18 18:01,3/29/18 18:04,3,2,Smartphone,1,67,4,6,1,10,3,1,5,10,CO,4,8,1,1,1,1,2,2,0,0,0,0,2
4544,0.32433705,0,2,,2,,5,6,2,20180406,53831,0,4,20180406,53845,20180406,53865,0,3,20180406,53894,53845,20180406,2,20180406,53865,4,2,3,1,,6,3,,3,5,4/6/18 14:56,4/6/18 14:59,2,2,Smartphone,1,27,1,2,1,10,3,5,1,9,PA,1,2,1,0,1,2,4,1,0,0,0,0,1
4546,0.875226246,1,1,2,,,1,2,5,20180329,73905,1,2,20180329,73916,20180329,73916,1,2,20180329,73927,73880,20180329,4,20180329,73905,3,3,5,1,,5,2,,,4,3/29/18 20:31,3/29/18 20:32,1,2,Smartphone,2,32,2,2,2,10,3,1,1,11,MD,3,5,1,1,2,3,4,5,0,1,0,2,2
4547,0.585974824,0,1,1,,,1,1,6,20180329,72331,0,3,20180329,72337,20180329,72307,0,3,20180329,72331,72285,20180329,3,20180329,72307,4,2,3,9,,1,1,2,,2,3/29/18 20:04,3/29/18 20:06,2,2,Tablet,1,51,3,4,4,10,3,5,1,9,SC,3,5,1,1,1,1,1,3,0,0,0,0,3
4550,1.435699897,1,1,2,,,1,2,1,20180330,37450,1,3,20180330,37481,20180330,37481,1,4,20180330,37500,37500,20180330,2,20180330,37517,4,3,4,14,deist,1,2,,,4,3/30/18 10:23,3/30/18 10:26,2,2,Desktop,1,55,3,5,1,10,3,6,5,11,AL,3,6,1,1,1,1,2,2,0,0,0,0,2
4554,1.056207746,1,1,1,,,1,1,2,20180330,43001,1,4,20180330,43020,20180330,43038,1,3,20180330,43058,43020,20180330,5,20180330,43038,3,2,4,12,,2,1,2,,2,3/30/18 11:56,3/30/18 11:58,2,2,Tablet,2,77,4,7,1,13,4,1,5,17,CA,4,9,1,1,1,1,3,2,0,0,0,0,2
4555,0.890997504,0,2,,2,,5,6,1,20180330,55964,0,3,20180330,55988,20180330,55988,0,3,20180330,56009,56010,20180330,3,20180330,56024,3,3,3,2,,8,3,,3,5,3/30/18 15:32,3/30/18 15:35,2,2,Smartphone,2,66,4,6,1,7,1,2,5,9,LA,3,7,1,1,2,3,4,4,0,0,0,0,4
4557,0.326859254,0,2,,2,,5,6,2,20180405,40768,0,4,20180405,40788,20180405,40800,0,3,20180405,40826,40788,20180405,3,20180405,40800,3,4,3,1,,1,2,,,4,4/5/18 11:18,4/5/18 11:21,2,2,Smartphone,2,36,2,3,1,12,4,1,7,1,MO,2,4,0,1,1,4,4,6,0,0,3,1,2
4559,0.433654805,0,3,,,2,4,5,2,20180329,63841,0,3,20180329,63852,20180329,63859,0,3,20180329,63868,63852,20180329,3,20180329,63859,2,3,3,3,,8,2,,,4,3/29/18 17:43,3/29/18 17:45,1,2,Smartphone,1,24,1,1,1,10,3,5,1,4,ID,4,8,1,0,2,3,4,6,0,0,0,0,3
4560,0.302088727,0,4,,,3,3,4,4,20180331,41894,0,5,20180331,41909,20180331,41871,0,4,20180331,41894,41909,20180331,2,20180331,41921,2,2,3,1,,8,2,,,4,3/31/18 11:33,3/31/18 11:39,6,2,Desktop,2,78,4,7,1,11,3,1,5,8,CA,4,9,1,1,1,1,3,2,0,0,0,0,2
4561,0.258536402,0,3,,,1,2,3,2,20180329,62924,0,4,20180329,62942,20180329,62993,0,3,20180329,63063,62942,20180329,2,20180329,62993,3,2,4,1,,8,2,,,4,3/29/18 17:25,3/29/18 17:31,6,2,Smartphone,1,39,2,3,1,11,3,1,1,14,WI,2,3,0,1,1,1,4,3,0,1,0,0,2
4572,1.016274093,0,1,1,,,1,1,3,20180330,35603,0,2,20180330,35629,20180330,35552,0,1,20180330,35581,35581,20180330,4,20180330,35603,3,2,5,1,,4,1,2,,2,3/30/18 9:52,3/30/18 9:55,3,2,Desktop,2,60,4,5,4,10,3,5,6,13,OK,3,7,1,1,2,1,2,4,0,0,0,1,3
4573,1.233624067,1,4,,,3,3,4,1,20180331,85917,1,3,20180331,85937,20180331,85937,1,3,20180331,85952,85952,20180331,3,20180331,85966,2,3,3,11,,1,3,,3,5,3/31/18 23:51,3/31/18 23:54,2,2,Smartphone,2,47,3,4,2,11,3,3,7,6,NC,3,5,1,1,2,1,2,5,1,0,0,0,4
4575,0.340507833,0,2,,1,,5,7,3,20180406,44899,0,3,20180406,44908,20180406,44871,0,3,20180406,44889,44889,20180406,3,20180406,44899,3,4,1,3,,8,3,,2,6,4/6/18 12:27,4/6/18 12:29,1,2,Desktop,2,35,2,3,1,10,3,1,1,9,ID,4,8,1,1,1,1,2,4,0,1,1,0,2
4576,0.32347044,1,2,,1,,5,7,2,20180329,59230,1,4,20180329,59249,20180329,59270,1,4,20180329,59285,59249,20180329,4,20180329,59270,4,4,5,1,,4,3,,3,5,3/29/18 16:26,3/29/18 16:29,2,2,Desktop,2,78,4,7,1,12,4,2,5,13,MN,2,4,1,0,1,3,3,1,0,0,0,0,1
4579,0.225312395,0,2,,2,,5,6,6,20180329,74995,0,3,20180329,75002,20180329,74989,0,3,20180329,74995,74967,20180329,3,20180329,74989,3,3,5,12,,4,3,,3,5,3/29/18 20:49,3/29/18 20:50,1,2,Desktop,1,38,2,3,1,12,4,1,1,14,IN,2,3,1,1,1,2,4,2,0,0,0,0,2
4585,0.859448124,0,2,,2,,5,6,3,20180329,63596,0,1,20180329,63606,20180329,63569,0,4,20180329,63585,63585,20180329,2,20180329,63596,3,4,4,11,,1,1,3,,3,3/29/18 17:39,3/29/18 17:40,1,2,Desktop,1,65,4,6,1,10,3,1,5,11,VA,3,5,1,1,1,1,4,2,0,0,0,0,2
4593,0.403701936,1,4,,,2,4,5,4,20180401,50350,1,3,20180401,50369,20180401,50327,1,3,20180401,50350,50369,20180401,3,20180401,50378,4,4,3,1,,8,3,,2,6,4/1/18 13:58,4/1/18 14:00,2,2,Smartphone,1,51,3,4,1,11,3,1,1,13,NC,3,5,1,1,1,1,2,4,0,0,2,0,2
4598,1.487369835,1,4,,,3,3,4,5,20180329,55694,1,4,20180329,55702,20180329,55702,1,3,20180329,55713,55688,20180329,3,20180329,55694,3,3,1,1,,9,3,,3,5,3/29/18 15:27,3/29/18 15:29,1,2,Desktop,2,28,1,2,1,9,2,1,1,9,TN,3,6,0,1,2,1,4,2,0,0,0,0,2
4599,0.168865055,1,1,2,,,1,2,1,20180405,81033,1,3,20180405,81044,20180405,81044,1,2,20180405,81064,81064,20180405,4,20180405,81126,3,4,3,11,,1,2,,,4,4/5/18 22:30,4/5/18 22:33,3,2,Smartphone,1,41,2,3,1,10,3,1,1,11,FL,3,5,1,1,2,3,4,4,0,0,0,2,2
4604,1.164178448,0,1,1,,,1,1,3,20180406,39402,0,4,20180406,39420,20180406,39376,0,2,20180406,39385,39385,20180406,4,20180406,39402,3,3,3,12,,6,1,2,,2,4/6/18 10:55,4/6/18 10:57,1,2,Smartphone,2,41,2,3,1,12,4,1,7,15,MI,2,3,1,1,1,1,4,4,0,1,1,0,2
4606,0.460069184,0,2,,2,,5,6,6,20180329,76397,0,4,20180329,76416,20180329,76376,0,3,20180329,76397,76336,20180329,3,20180329,76376,2,2,4,2,,7,2,,,4,3/29/18 21:11,3/29/18 21:14,2,2,Smartphone,1,37,2,3,1,13,4,1,1,12,FL,3,5,1,1,1,1,4,3,0,1,0,0,2
4607,0.342075586,1,2,,1,,5,7,1,20180329,66196,1,5,20180329,66215,20180329,66215,1,3,20180329,66233,66233,20180329,2,20180329,66246,3,3,3,1,,98,3,,1,7,3/29/18 18:22,3/29/18 18:25,3,2,Desktop,1,70,4,6,1,10,3,3,5,10,OH,2,3,1,1,1,1,1,1,0,0,0,0,1
4608,0.34002674,0,1,2,,,1,2,5,20180402,67103,0,98,20180402,67108,20180402,67108,0,98,20180402,67164,67088,20180402,5,20180402,67103,4,4,2,1,,2,2,,,4,4/2/18 18:35,4/2/18 18:43,8,2,Smartphone,1,28,1,2,2,10,3,5,1,9,AZ,4,8,1,0,2,3,4,3,0,0,0,0,3
4610,5.962666867,0,1,2,,,1,2,4,20180329,61911,0,4,20180329,61925,20180329,61875,0,3,20180329,61911,61925,20180329,3,20180329,61939,3,2,3,1,,6,2,,,4,3/29/18 17:10,3/29/18 17:13,3,2,Desktop,1,65,4,6,1,7,1,1,5,8,IL,2,3,0,1,1,1,3,2,0,0,0,0,2
4616,0.606686931,0,2,,2,,5,6,6,20180329,61471,0,2,20180329,61480,20180329,61452,0,3,20180329,61471,61439,20180329,3,20180329,61452,3,4,1,12,,7,3,,3,5,3/29/18 17:03,3/29/18 17:05,1,2,Smartphone,2,46,3,4,1,10,3,1,1,11,CA,4,9,1,1,1,1,4,3,0,0,0,1,2
4619,2.422307594,0,1,2,,,1,2,5,20180403,67126,0,4,20180403,67129,20180403,67129,0,3,20180403,67132,67119,20180403,2,20180403,67126,3,3,4,12,,3,1,3,,3,3/31/18 15:06,4/3/18 18:39,4533,2,Smartphone,2,20,1,1,1,10,3,5,4,10,FL,3,5,1,1,1,1,2,2,0,0,0,0,2
