StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,age,pid_base,pidstr_d,pidstr_r,pidlean,ideol,trust_1,trust_2,trust_3,trust_4,trust_DO,followpol,intro,rep1,rep2,acq1,acq2,hyp1,hyp2,incomp1,incomp2,breach1,breach2,educ,gender,race,income,age,troll,troll_oe,debrief,age,year_of_birth,education,educationScore,gender,femaleAs1MaleAs0,income,incomeScore,householdIncomeEstimate,participant_id,assignment_id,computer_country,device,r1dr,r2dr,b1dr,b2dr,i1dr,i2dr,hyp1dr,hyp2dr,hyp1to,FL_39_DO,FL_46_DO,FL_55_DO,FL_43_DO,FL_59_DO,FL_60_DO
7/9/19 11:41,7/9/19 11:54,0,12.38.35.6,100,751,1,7/9/19 11:54,R_xbFm67jESqUnODv,,,,,28.55149841,-81.30509949,anonymous,EN,28,2,,2,,2,2,3,2,3,3|2|4|1,3,1,3,3,2,1,4,2,3,2,2,4,2,1,4,4,28,1,,,28,1991,Completed trade/technical/vocational training,3,male,0,"$25,000 to $39,999",2,32500,6f1d1f5f,df050e41,United States,desktop,Republican,Democratic,Democratic,Republican,Democrat,Republican,Democratic,Republican,Trump,FL_41,FL_47,FL_56,FL_44,Replication1|Replication2,Breach2|Hypocrisy2|Hypocrisy1|Breach1|Incompetence1|Acquiescence1|Incompetence2|Acquiescence2
7/9/19 11:48,7/9/19 11:54,0,134.174.110.22,100,365,1,7/9/19 11:54,R_23eh4EWqrA1K7gW,,,,,42.34640503,-71.09750366,anonymous,EN,31,3,,,1,2,2,3,2,2,1|2|3|4,3,1,3,3,4,2,3,2,3,2,3,2,4,1,1,10,31,1,,,32,1987,"Completed bachelor's degree (BA, AB, BS or other)",5,male,0,"$200,000 or more",8,225000,43b96121,0bd260ef,United States,desktop,Republican,Democratic,Republican,Democratic,Republican,Democrat,Democratic,Republican,Trump,FL_41,FL_48,FL_57,FL_44,Replication1|Replication2,Incompetence2|Incompetence1|Hypocrisy1|Acquiescence2|Breach2|Acquiescence1|Breach1|Hypocrisy2
7/9/19 11:50,7/9/19 11:55,0,74.199.72.99,100,304,1,7/9/19 11:55,R_3fqo3iu7TnEYE8z,,,,,42.29310608,-83.25479889,anonymous,EN,41,1,1,,,1,3,4,3,4,1|4|2|3,1,1,1,2,4,1,4,2,3,1,2,1,4,2,1,8,41,1,,,42,1977,"Completed bachelor's degree (BA, AB, BS or other)",5,female,1,"$85,000 to $114,999",5,100000,23172009,4485d72c,United States,desktop,Democratic,Republican,Republican,Democratic,Democrat,Republican,Republican,Democratic,Obama,FL_40,FL_48,FL_56,FL_45,Replication1|Replication2,Incompetence2|Incompetence1|Hypocrisy2|Hypocrisy1|Breach2|Breach1|Acquiescence2|Acquiescence1
7/9/19 11:51,7/9/19 11:55,0,72.209.132.145,100,258,1,7/9/19 11:55,R_9yFme6XRhpzz929,,,,,37.70759583,-97.36370087,anonymous,EN,29,3,,,3,4,2,3,2,3,3|4|2|1,2,1,3,3,3,3,3,3,3,3,3,3,4,1,1,7,29,1,,,29,1990,"Completed bachelor's degree (BA, AB, BS or other)",5,male,0,"$60,000 to $84,999",4,72500,08c34b9a,25fdb4cf,United States,desktop,Republican,Democratic,Republican,Democratic,Democrat,Republican,Democratic,Republican,Trump,FL_41,FL_48,FL_56,FL_44,Replication2|Replication1,Incompetence2|Breach1|Hypocrisy1|Acquiescence1|Incompetence1|Acquiescence2|Hypocrisy2|Breach2
7/9/19 11:43,7/9/19 11:56,0,108.71.225.10,100,795,1,7/9/19 11:56,R_22QFCZW8tCsZU86,,,,,42.70530701,-84.41870117,anonymous,EN,32,1,2,,,2,2,3,2,3,4|2|3|1,1,1,4,5,5,3,3,2,5,4,4,3,4,1,1,7,32,1,,thanks,33,1986,"Completed bachelor's degree (BA, AB, BS or other)",5,male,0,"$40,000 to $59,999",3,50000,2bb11449,b0f37bd7,United States,desktop,Republican,Democratic,Democratic,Republican,Republican,Democrat,Democratic,Republican,Trump,FL_41,FL_47,FL_57,FL_44,Replication1|Replication2,Hypocrisy2|Breach2|Incompetence2|Incompetence1|Hypocrisy1|Acquiescence2|Breach1|Acquiescence1
7/9/19 11:46,7/9/19 11:56,0,67.48.42.163,100,605,1,7/9/19 11:56,R_2VRfm2MoC0A4Vcl,,,,,26.21479797,-98.23100281,anonymous,EN,38,2,,2,,5,2,1,1,1,3|1|2|4,2,1,3,3,2,2,3,2,2,5,4,4,3,1,5,5,38,1,,"Nice survey, hope my input helps! -Pink Floyd",38,1981,Completed trade/technical/vocational training,3,male,0,"$40,000 to $59,999",3,50000,15689aa1,99f61b65,United States,desktop,Democratic,Republican,Democratic,Republican,Republican,Democrat,Democratic,Republican,Trump,FL_40,FL_47,FL_57,FL_44,Replication2|Replication1,Acquiescence2|Acquiescence1|Breach2|Breach1|Incompetence1|Hypocrisy2|Incompetence2|Hypocrisy1
7/9/19 11:55,7/9/19 11:57,0,24.175.68.0,100,74,1,7/9/19 11:57,R_1g5gU8r7huUHX2H,,,,,25.97169495,-97.46990204,anonymous,EN,27,1,2,,,2,1,1,1,1,2|4|1|3,4,1,1,5,3,3,5,1,5,1,1,5,3,2,1,3,27,1,,,27,1992,Completed trade/technical/vocational training,3,female,1,"$10,000 to $24,999",1,17500,2d541ef5,d2800d30,United States,desktop,Republican,Democratic,Republican,Democratic,Democrat,Republican,Democratic,Republican,Trump,FL_41,FL_48,FL_56,FL_44,Replication1|Replication2,Hypocrisy2|Breach2|Breach1|Acquiescence2|Hypocrisy1|Incompetence1|Acquiescence1|Incompetence2
7/9/19 11:47,7/9/19 11:57,0,100.37.28.208,100,607,1,7/9/19 11:57,R_1E6top0YgYsqmCG,,,,,40.54679871,-74.18039703,anonymous,EN,66,1,1,,,2,2,2,3,3,3|2|4|1,2,1,2,2,1,4,2,2,3,4,2,4,3,1,1,6,66,1,,,66,1953,"Completed associate degree only, no bachelor's degree (AA, AS or other)",4,male,0,"$40,000 to $59,999",3,50000,28bcf4c0,eee3d75a,United States,desktop,Democratic,Republican,Democratic,Republican,Republican,Democrat,Republican,Democratic,Obama,FL_40,FL_47,FL_57,FL_45,Replication1|Replication2,Acquiescence1|Incompetence2|Acquiescence2|Incompetence1|Breach1|Hypocrisy1|Hypocrisy2|Breach2
7/9/19 11:43,7/9/19 11:57,0,108.206.47.9,100,875,1,7/9/19 11:57,R_1QbBjk0JUcqH81B,,,,,26.17919922,-80.17489624,anonymous,EN,54,1,1,,,2,2,2,2,2,2|4|3|1,1,1,4,3,4,4,3,4,4,4,4,4,5,1,1,6,54,1,,"If you include totally fictional scenarios and disguise them with the cover of reality, a respondent, without having read every article in every newspaper in every state or jurisdiction, will have no way of knowing whether an individual scenario happened or not with any definity.  This can be interpreted as an inherent flaw in your methodology- basically all answers are guesses.  By including might have/might not have responses, you may think you are having respondents indicate there bias one way or another, but you are only showing a rational bent by a respondent based on previous experience.  In other words, based on the above stated premise, the results can be somewhat invalidated.",55,1964,"Completed master's degree (MA, MS, MEng, MEd, MBA, or other)",6,male,0,"$40,000 to $59,999",3,50000,d9cd0c6d,b53dc75d,United States,desktop,Democratic,Republican,Democratic,Republican,Republican,Democrat,Democratic,Republican,Trump,FL_40,FL_47,FL_57,FL_44,Replication2|Replication1,Incompetence2|Acquiescence2|Breach2|Breach1|Incompetence1|Hypocrisy1|Acquiescence1|Hypocrisy2
7/9/19 11:55,7/9/19 11:58,0,207.44.28.148,100,177,1,7/9/19 11:58,R_3QWbfdhWWQbgkkg,,,,,40.78900146,-76.55879974,anonymous,EN,45,1,2,,,4,1,2,3,3,2|1|4|3,4,1,2,3,2,2,1,2,2,3,3,2,3,2,1,6,45,1,,Thank you,45,1974,"Completed associate degree only, no bachelor's degree (AA, AS or other)",4,female,1,"$40,000 to $59,999",3,50000,aaa8b1ec,a3114323,United States,desktop,Republican,Democratic,Republican,Democratic,Democrat,Republican,Democratic,Republican,Trump,FL_41,FL_48,FL_56,FL_44,Replication2|Replication1,Hypocrisy1|Incompetence2|Acquiescence1|Incompetence1|Hypocrisy2|Acquiescence2|Breach1|Breach2
7/9/19 11:41,7/9/19 11:59,0,71.76.243.180,100,1100,1,7/9/19 11:59,R_1prK91vX8Ureli9,,,,,35.87260437,-80.09290314,anonymous,EN,28,1,1,,,1,2,2,2,3,1|3|4|2,1,1,3,4,2,2,1,2,2,3,2,4,4,1,1,8,28,1,,,27,1992,"Completed bachelor's degree (BA, AB, BS or other)",5,male,0,"$60,000 to $84,999",4,72500,16bcdd74,31d08463,United States,desktop,Republican,Democratic,Republican,Democratic,Democrat,Republican,Republican,Democratic,Obama,FL_41,FL_48,FL_56,FL_45,Replication2|Replication1,Hypocrisy1|Hypocrisy2|Incompetence2|Acquiescence2|Breach1|Breach2|Incompetence1|Acquiescence1
7/9/19 12:19,7/9/19 12:25,0,24.161.5.176,100,352,1,7/9/19 12:25,R_UXs7nImPSGtOLaV,,,,,41.87780762,-74.82700348,anonymous,EN,33,3,,,1,3,3,3,2,2,4|1|2|3,3,1,2,4,2,2,2,3,4,3,4,3,3,3,1,2,33,1,,,33,1986,"Completed associate degree only, no bachelor's degree (AA, AS or other)",4,other,0.5,"Less than $9,999",0,5000,299da49c,0a6f233e,United States,desktop,Democratic,Republican,Democratic,Republican,Republican,Democrat,Republican,Democratic,Obama,FL_40,FL_47,FL_57,FL_45,Replication2|Replication1,Incompetence2|Acquiescence1|Breach1|Hypocrisy1|Breach2|Acquiescence2|Hypocrisy2|Incompetence1
7/10/19 6:16,7/10/19 6:20,0,125.19.204.83,100,230,1,7/10/19 6:20,R_2anPZWFeaSDxkHj,,,,,11.76669312,79.54998779,anonymous,EN,17,3,,,3,6,,,,1,4|2|1|3,3,1,4,2,1,2,2,2,2,3,1,2,2,1,3,1,29,1,,,,,,,,,,,,,,,,Republican,Democratic,Republican,Democratic,Democrat,Republican,Republican,Democratic,Obama,FL_41,FL_48,FL_56,FL_45,Replication1|Replication2,Breach2|Acquiescence1|Acquiescence2|Incompetence1|Hypocrisy2|Incompetence2|Hypocrisy1|Breach1
7/13/19 10:34,7/13/19 10:36,0,75.134.7.117,100,164,1,7/13/19 10:36,R_0MQxv1LeNu4kfgB,,,,,41.47669983,-73.22409821,anonymous,EN,37,3,,,3,4,1,2,2,2,3|4|2|1,2,1,5,4,3,2,2,2,3,5,2,4,4,2,1,9,37,1,,,38,1981,"Completed bachelor's degree (BA, AB, BS or other)",5,female,1,"$115,000 to $149,999",6,132500,b3a20846,e86fc2fc,United States,desktop,Democratic,Republican,Democratic,Republican,Republican,Democrat,Democratic,Republican,Trump,FL_40,FL_47,FL_57,FL_44,Replication1|Replication2,Acquiescence2|Breach2|Incompetence1|Incompetence2|Acquiescence1|Hypocrisy2|Hypocrisy1|Breach1
7/13/19 10:34,7/13/19 10:38,0,69.255.139.179,100,206,1,7/13/19 10:38,R_2SuCmbJtr075NoQ,,,,,39.34069824,-76.6753006,anonymous,EN,20,1,2,,,4,3,3,3,2,2|4|1|3,5,1,2,3,2,2,3,4,4,5,3,3,3,1,3,8,20,1,,,21,1998,"Completed only high school or the equivalent (for example: GED), no college",2,male,0,"$85,000 to $114,999",5,100000,3.78E+31,d87704b1,United States,desktop,Republican,Democratic,Democratic,Republican,Republican,Democrat,Republican,Democratic,Obama,FL_41,FL_47,FL_57,FL_45,Replication1|Replication2,Incompetence1|Acquiescence2|Acquiescence1|Breach2|Hypocrisy1|Hypocrisy2|Incompetence2|Breach1
7/13/19 10:33,7/13/19 10:38,0,96.227.106.123,100,293,1,7/13/19 10:38,R_2Ez8QWvwh6BKT2j,,,,,39.91949463,-75.15650177,anonymous,EN,52,2,,2,,3,2,3,2,3,3|1|4|2,2,1,4,3,3,4,1,4,5,5,5,2,5,2,1,9,52,1,,,52,1967,"Completed master's degree (MA, MS, MEng, MEd, MBA, or other)",6,female,1,"$115,000 to $149,999",6,132500,407496be,10bf947a,United States,desktop,Democratic,Republican,Republican,Democratic,Democrat,Republican,Democratic,Republican,Trump,FL_40,FL_48,FL_56,FL_44,Replication1|Replication2,Breach2|Hypocrisy1|Acquiescence2|Breach1|Incompetence2|Acquiescence1|Incompetence1|Hypocrisy2
7/13/19 10:34,7/13/19 10:39,0,50.25.42.129,100,279,1,7/13/19 10:39,R_2P7kC6PcRQa19Aj,,,,,35.20599365,-77.6576004,anonymous,EN,40,1,1,,,1,2,2,4,4,2|3|1|4,2,1,4,3,2,3,2,3,4,5,4,4,4,2,1,3,40,1,,,40,1979,"Completed bachelor's degree (BA, AB, BS or other)",5,female,1,"$10,000 to $24,999",1,17500,fc55f980,4c036cb2,United States,desktop,Democratic,Republican,Republican,Democratic,Democrat,Republican,Republican,Democratic,Obama,FL_40,FL_48,FL_56,FL_45,Replication1|Replication2,Acquiescence1|Breach2|Incompetence2|Hypocrisy2|Acquiescence2|Incompetence1|Breach1|Hypocrisy1
7/13/19 10:42,7/13/19 10:45,0,98.212.221.86,100,172,1,7/13/19 10:45,R_2zZy2UlBGEbX3Ee,,,,,41.36289978,-89.42700195,anonymous,EN,30,1,2,,,4,1,2,2,3,4|2|1|3,5,1,2,3,2,2,1,2,4,3,4,3,2,1,1,3,30,1,,,30,1989,"Completed only high school or the equivalent (for example: GED), no college",2,male,0,"$10,000 to $24,999",1,17500,0bc5041b,0f7b13e9,United States,desktop,Republican,Democratic,Democratic,Republican,Republican,Democrat,Democratic,Republican,Trump,FL_41,FL_47,FL_57,FL_44,Replication2|Replication1,Incompetence1|Breach1|Hypocrisy2|Acquiescence2|Incompetence2|Hypocrisy1|Acquiescence1|Breach2
7/13/19 10:44,7/13/19 10:48,0,71.57.99.79,100,261,1,7/13/19 10:48,R_1ClNzVhOugC5Ain,,,,,41.70739746,-87.9756012,anonymous,EN,42,4,,,3,4,1,3,1,2,1|4|3|2,4,1,2,2,3,2,2,2,4,2,4,3,2,1,1,6,42,1,,,43,1976,"Completed only high school or the equivalent (for example: GED), no college",2,male,0,"$60,000 to $84,999",4,72500,2e36dfcc,2db8b5d1,United States,desktop,Democratic,Republican,Republican,Democratic,Democrat,Republican,Republican,Democratic,Obama,FL_40,FL_48,FL_56,FL_45,Replication1|Replication2,Incompetence2|Breach1|Acquiescence2|Breach2|Incompetence1|Hypocrisy2|Hypocrisy1|Acquiescence1
7/13/19 10:43,7/13/19 10:48,0,73.236.40.189,100,341,1,7/13/19 10:48,R_1kOoU3ivEx3mwSC,,,,,41.02409363,-80.34539795,anonymous,EN,58,1,2,,,2,2,3,4,3,2|1|3|4,1,1,4,4,2,3,3,2,4,4,4,3,3,1,1,5,59,1,,,61,1958,"Completed only high school or the equivalent (for example: GED), no college",2,male,0,"$40,000 to $59,999",3,50000,a85b7d27,bb920aa8,United States,desktop,Republican,Democratic,Democratic,Republican,Republican,Democrat,Democratic,Republican,Trump,FL_41,FL_47,FL_57,FL_44,Replication2|Replication1,Acquiescence1|Hypocrisy1|Hypocrisy2|Breach1|Acquiescence2|Incompetence2|Breach2|Incompetence1
7/13/19 10:48,7/13/19 10:53,0,76.23.61.247,100,320,1,7/13/19 10:53,R_2xDn3VVfCDKNr7k,,,,,40.5980072,-111.9618988,anonymous,EN,50,1,2,,,2,1,3,2,2,2|4|3|1,3,1,4,2,5,3,2,2,4,4,4,3,2,2,1,5,50,1,,,49,1970,"Completed only high school or the equivalent (for example: GED), no college",2,female,1,"$25,000 to $39,999",2,32500,023a864c,6dfb2020,United States,desktop,Democratic,Republican,Republican,Democratic,Democrat,Republican,Democratic,Republican,Trump,FL_40,FL_48,FL_56,FL_44,Replication1|Replication2,Breach2|Hypocrisy2|Acquiescence2|Breach1|Incompetence2|Acquiescence1|Hypocrisy1|Incompetence1
7/13/19 10:51,7/13/19 10:56,0,174.72.236.106,100,316,1,7/13/19 10:56,R_xuabUflctunXi01,,,,,36.16850281,-115.1164017,anonymous,EN,27,2,,1,,6,2,2,3,3,3|1|2|4,3,1,2,3,2,4,2,2,3,3,3,3,3,1,1,2,27,1,,,28,1991,"Completed only high school or the equivalent (for example: GED), no college",2,male,0,"$10,000 to $24,999",1,17500,c12e9913,54c0ed9a,United States,desktop,Republican,Democratic,Democratic,Republican,Republican,Democrat,Republican,Democratic,Obama,FL_41,FL_47,FL_57,FL_45,Replication1|Replication2,Acquiescence1|Breach1|Incompetence1|Hypocrisy1|Incompetence2|Acquiescence2|Breach2|Hypocrisy2
7/13/19 10:58,7/13/19 11:01,0,72.128.196.60,100,169,1,7/13/19 11:01,R_PwfNZsBBSCqpLr3,,,,,42.66690063,-88.26300049,anonymous,EN,28,1,1,,,2,3,3,1,3,4|1|3|2,4,1,5,4,1,3,2,3,2,4,2,1,3,2,1,7,28,1,,,28,1991,"Completed only high school or the equivalent (for example: GED), no college",2,female,1,"$60,000 to $84,999",4,72500,16a762b0,4653d7a2,United States,desktop,Democratic,Republican,Democratic,Republican,Republican,Democrat,Republican,Democratic,Obama,FL_40,FL_47,FL_57,FL_45,Replication1|Replication2,Hypocrisy1|Incompetence1|Incompetence2|Hypocrisy2|Breach2|Breach1|Acquiescence1|Acquiescence2
7/13/19 11:36,7/13/19 11:38,0,73.64.117.88,100,99,1,7/13/19 11:38,R_1mydCDqknxPHWs6,,,,,41.34860229,-75.76110077,anonymous,EN,21,1,2,,,1,2,1,2,3,4|2|1|3,3,1,2,2,2,3,3,2,2,3,3,2,3,1,1,4,21,1,,,21,1998,"Completed associate degree only, no bachelor's degree (AA, AS or other)",4,male,0,"$60,000 to $84,999",4,72500,ed032b6c,d9428212,United States,desktop,Democratic,Republican,Democratic,Republican,Democrat,Republican,Democratic,Republican,Trump,FL_40,FL_47,FL_56,FL_44,Replication1|Replication2,Hypocrisy2|Acquiescence2|Breach2|Breach1|Acquiescence1|Hypocrisy1|Incompetence1|Incompetence2
7/13/19 11:36,7/13/19 11:38,0,24.23.115.160,100,107,1,7/13/19 11:38,R_2Xj7Jo1eFvcJo7H,,,,,40.44050598,-79.99559784,anonymous,EN,37,1,1,,,2,2,2,2,2,2|4|3|1,2,1,4,4,3,2,3,3,3,3,3,3,4,1,1,6,37,1,,,37,1982,"Completed bachelor's degree (BA, AB, BS or other)",5,male,0,"$60,000 to $84,999",4,72500,f83d46af,d341f50e,United States,desktop,Republican,Democratic,Republican,Democratic,Democrat,Republican,Republican,Democratic,Obama,FL_41,FL_48,FL_56,FL_45,Replication1|Replication2,Hypocrisy2|Incompetence2|Acquiescence1|Breach2|Incompetence1|Breach1|Acquiescence2|Hypocrisy1
7/13/19 11:36,7/13/19 11:38,0,162.226.183.116,100,116,1,7/13/19 11:38,R_0Paot7LHL5553zj,,,,,42.00939941,-87.83540344,anonymous,EN,26,3,,,3,4,2,2,2,2,3|2|1|4,2,1,3,3,3,3,2,2,3,5,4,3,4,1,1,4,26,1,,,27,1992,"Completed bachelor's degree (BA, AB, BS or other)",5,male,0,"$40,000 to $59,999",3,50000,76056be7,6d487994,United States,desktop,Democratic,Republican,Democratic,Republican,Democrat,Republican,Democratic,Republican,Trump,FL_40,FL_47,FL_56,FL_44,Replication1|Replication2,Acquiescence2|Hypocrisy1|Hypocrisy2|Incompetence1|Breach1|Incompetence2|Acquiescence1|Breach2
7/13/19 11:36,7/13/19 11:38,0,76.183.187.227,100,146,1,7/13/19 11:38,R_10TX7bHx17oyPK7,,,,,33.19740295,-96.61769867,anonymous,EN,23,1,2,,,2,2,3,2,2,2|3|1|4,3,1,5,4,3,2,2,2,4,3,4,2,4,2,1,7,23,1,,,23,1996,"Completed bachelor's degree (BA, AB, BS or other)",5,female,1,"$60,000 to $84,999",4,72500,6219255d,5ad3e158,United States,desktop,Democratic,Republican,Republican,Democratic,Republican,Democrat,Republican,Democratic,Obama,FL_40,FL_48,FL_57,FL_45,Replication1|Replication2,Hypocrisy1|Breach2|Acquiescence2|Incompetence1|Acquiescence1|Breach1|Hypocrisy2|Incompetence2
7/13/19 11:36,7/13/19 11:39,0,192.30.158.1,100,158,1,7/13/19 11:39,R_2aEIBbC22Yldk5b,,,,,42.35830688,-83.90000153,anonymous,EN,33,1,2,,,2,2,2,3,2,3|4|1|2,2,1,3,3,3,2,2,2,2,4,3,3,4,1,1,6,33,1,,,32,1987,"Completed bachelor's degree (BA, AB, BS or other)",5,male,0,"$40,000 to $59,999",3,50000,665e0b52,087eb6d3,United States,desktop,Democratic,Republican,Republican,Democratic,Republican,Democrat,Democratic,Republican,Trump,FL_40,FL_48,FL_57,FL_44,Replication1|Replication2,Breach2|Acquiescence2|Breach1|Incompetence1|Hypocrisy1|Hypocrisy2|Incompetence2|Acquiescence1
7/13/19 11:36,7/13/19 11:39,0,99.150.227.99,100,183,1,7/13/19 11:39,R_1N7U0RH9JFrlaPd,,,,,35.76139832,-78.60150146,anonymous,EN,41,2,,2,,5,2,2,2,,4|3|1|2,2,1,3,3,3,2,2,4,2,2,2,3,4,1,1,8,41,2,,,42,1977,"Completed bachelor's degree (BA, AB, BS or other)",5,male,0,"$85,000 to $114,999",5,100000,e2cbc73f,0a5ed0ab,United States,desktop,Republican,Democratic,Republican,Democratic,Republican,Democrat,Republican,Democratic,Obama,FL_41,FL_48,FL_57,FL_45,Replication1|Replication2,Hypocrisy2|Incompetence2|Breach2|Acquiescence2|Breach1|Hypocrisy1|Acquiescence1|Incompetence1
7/13/19 11:37,7/13/19 11:39,0,24.158.88.94,100,143,1,7/13/19 11:39,R_TbUMvczByqrnNN7,,,,,36.56289673,-82.65319824,anonymous,EN,39,3,,,1,4,2,2,2,2,3|4|2|1,4,1,3,3,3,3,3,3,3,3,3,3,3,1,1,4,39,1,,,39,1980,"Completed only high school or the equivalent (for example: GED), no college",2,male,0,"$25,000 to $39,999",2,32500,9ba86766,e8d263b4,United States,desktop,Republican,Democratic,Democratic,Republican,Democrat,Republican,Democratic,Republican,Trump,FL_41,FL_47,FL_56,FL_44,Replication1|Replication2,Hypocrisy1|Hypocrisy2|Incompetence2|Breach2|Acquiescence2|Breach1|Incompetence1|Acquiescence1
7/13/19 11:37,7/13/19 11:39,0,174.240.135.204,100,126,1,7/13/19 11:39,R_25tKYB17gPHRURD,,,,,30.00740051,-90.11499786,anonymous,EN,40,2,,2,,6,1,1,1,1,1|2|4|3,2,1,1,2,4,3,3,1,2,3,3,2,4,1,1,7,40,1,,,40,1979,"Completed master's degree (MA, MS, MEng, MEd, MBA, or other)",6,male,0,"$60,000 to $84,999",4,72500,ee74f565,2486f037,United States,smartphone,Republican,Democratic,Republican,Democratic,Republican,Democrat,Democratic,Republican,Trump,FL_41,FL_48,FL_57,FL_44,Replication1|Replication2,Hypocrisy2|Breach2|Incompetence1|Acquiescence2|Incompetence2|Hypocrisy1|Breach1|Acquiescence1
7/13/19 11:36,7/13/19 11:39,0,71.212.38.20,100,192,1,7/13/19 11:39,R_2t5KmpUoUxz3y0X,,,,,47.68589783,-122.2994003,anonymous,EN,37,1,1,,,2,1,1,1,2,2|4|3|1,1,1,3,4,2,3,1,2,3,2,2,3,2,1,1,7,37,1,,,38,1981,"Completed only high school or the equivalent (for example: GED), no college",2,male,0,"$60,000 to $84,999",4,72500,cf2ad700,cce2cd78,United States,desktop,Republican,Democratic,Republican,Democratic,Democrat,Republican,Republican,Democratic,Obama,FL_41,FL_48,FL_56,FL_45,Replication1|Replication2,Incompetence1|Breach1|Breach2|Incompetence2|Hypocrisy2|Acquiescence1|Hypocrisy1|Acquiescence2
7/13/19 11:37,7/13/19 11:39,0,167.102.146.2,100,124,1,7/13/19 11:39,R_2b1oAzNoyvXBXwg,,,,,39.30929565,-76.66989899,anonymous,EN,31,4,,,3,2,2,3,2,3,1|2|4|3,4,1,4,4,1,2,1,2,2,3,2,1,5,2,1,4,31,1,,,30,1989,"Completed master's degree (MA, MS, MEng, MEd, MBA, or other)",6,female,1,"$60,000 to $84,999",4,72500,5f59bcab,e22ef92f,United States,desktop,Republican,Democratic,Democratic,Republican,Republican,Democrat,Republican,Democratic,Obama,FL_41,FL_47,FL_57,FL_45,Replication1|Replication2,Acquiescence1|Breach2|Hypocrisy2|Incompetence2|Incompetence1|Hypocrisy1|Acquiescence2|Breach1
7/13/19 11:37,7/13/19 11:39,0,74.194.232.152,100,159,1,7/13/19 11:39,R_42a2YKRmihiFl3r,,,,,33.6546936,-97.15830231,anonymous,EN,35,4,,,3,8,2,2,3,3,1|3|4|2,4,1,3,3,3,3,3,3,4,4,2,2,3,1,1,2,35,1,,,36,1983,Completed trade/technical/vocational training,3,male,0,"$10,000 to $24,999",1,17500,a4c0528a,70ed1bbe,United States,desktop,Democratic,Republican,Democratic,Republican,Democrat,Republican,Republican,Democratic,Obama,FL_40,FL_47,FL_56,FL_45,Replication2|Replication1,Breach2|Hypocrisy1|Incompetence1|Acquiescence2|Acquiescence1|Breach1|Hypocrisy2|Incompetence2
7/13/19 11:37,7/13/19 11:40,0,67.252.50.96,100,154,1,7/13/19 11:40,R_3DurwsWp4FiaBWc,,,,,42.95539856,-78.86380005,anonymous,EN,39,3,,,2,5,3,2,2,2,3|4|1|2,4,1,2,2,2,2,2,2,2,4,4,4,4,2,2,2,39,1,,,39,1980,"Completed bachelor's degree (BA, AB, BS or other)",5,female,1,"$10,000 to $24,999",1,17500,77a3af2c,f7c6e900,United States,desktop,Democratic,Republican,Republican,Democratic,Democrat,Republican,Democratic,Republican,Trump,FL_40,FL_48,FL_56,FL_44,Replication1|Replication2,Hypocrisy1|Acquiescence1|Breach1|Breach2|Incompetence1|Incompetence2|Acquiescence2|Hypocrisy2
7/13/19 11:36,7/13/19 11:40,0,107.211.92.159,100,246,1,7/13/19 11:40,R_3KHjcic9clZqsBq,,,,,25.76100159,-80.23249817,anonymous,EN,30,2,,2,,6,2,3,1,4,3|4|1|2,1,1,5,4,5,1,2,3,4,5,5,2,4,1,1,3,30,1,,Very interesting.,29,1990,"Completed bachelor's degree (BA, AB, BS or other)",5,male,0,"$25,000 to $39,999",2,32500,9d885597,f9a17048,United States,desktop,Democratic,Republican,Democratic,Republican,Democrat,Republican,Democratic,Republican,Trump,FL_40,FL_47,FL_56,FL_44,Replication1|Replication2,Hypocrisy1|Acquiescence2|Hypocrisy2|Acquiescence1|Incompetence1|Breach2|Breach1|Incompetence2
7/13/19 11:36,7/13/19 11:40,0,72.95.139.243,100,252,1,7/13/19 11:40,R_1cSAytkKgPSkeqF,,,,,40.43249512,-79.86299896,anonymous,EN,35,1,1,,,1,1,1,2,2,2|4|1|3,1,1,3,3,5,2,3,3,4,4,3,3,5,2,1,7,35,1,,,35,1984,"Completed master's degree (MA, MS, MEng, MEd, MBA, or other)",6,female,1,"$40,000 to $59,999",3,50000,720eb5a9,e3b089a7,United States,desktop,Republican,Democratic,Democratic,Republican,Republican,Democrat,Democratic,Republican,Trump,FL_41,FL_47,FL_57,FL_44,Replication1|Replication2,Breach1|Acquiescence1|Breach2|Incompetence1|Hypocrisy2|Hypocrisy1|Acquiescence2|Incompetence2
7/13/19 11:38,7/13/19 11:40,0,73.0.87.171,100,148,1,7/13/19 11:40,R_UoHHUVyY0JFOinD,,,,,26.29750061,-80.18160248,anonymous,EN,30,3,,,1,3,2,2,2,3,1|2|4|3,3,1,4,3,2,2,2,3,3,5,4,2,3,1,2,9,30,1,,,31,1988,"Completed associate degree only, no bachelor's degree (AA, AS or other)",4,male,0,"$85,000 to $114,999",5,100000,72e70040,fba6ea2c,United States,desktop,Republican,Democratic,Republican,Democratic,Republican,Democrat,Democratic,Republican,Trump,FL_41,FL_48,FL_57,FL_44,Replication2|Replication1,Acquiescence1|Breach1|Incompetence1|Acquiescence2|Breach2|Hypocrisy1|Incompetence2|Hypocrisy2
